scenario_id,prompt_profile,repeat_index,variant_index,request_count,max_new_tokens,prompt_index,prompt_format,prompt_tokens,suffix_after_common_tokens,formatted_prompt_duplicate_group_size,formatted_prompt_duplicate_ordinal,formatted_prompt_sha256_16,token_ids_head,token_ids_tail,prompt_preview,formatted_prompt_preview
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,0,chat_template,1182,21,1,0,9b1e952a48b0c8ac,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[48002, 1971, 4478, 388, 1708, 327, 451, 36977, 7717, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,1,chat_template,1183,22,1,0,27a724ba1bf21562,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[868, 1485, 585, 3018, 659, 70, 16828, 314, 2430, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,2,chat_template,1181,20,1,0,39d89c91ea5df751,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[4997, 5723, 585, 13842, 6703, 19494, 656, 451, 29278, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,3,chat_template,1183,22,1,0,cc8dc8523e649c4a,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[418, 827, 28, 1876, 28, 284, 4475, 20468, 8649, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,4,chat_template,1182,21,1,0,241d119a14df1b92,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[416, 19038, 990, 6514, 4478, 388, 746, 314, 12261, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,5,chat_template,1183,22,1,0,28f4da4bf279b9ca,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[338, 868, 441, 325, 690, 11613, 429, 451, 1658, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,6,chat_template,1181,20,1,0,b1004be8115b8645,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[253, 17272, 2116, 29, 12821, 1533, 13000, 260, 4446, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,7,chat_template,1180,19,1,0,b30b39a2fc056daa,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[260, 1867, 26211, 8613, 288, 15063, 451, 13842, 4973, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,8,chat_template,1188,27,1,0,91ef3174de597c6f,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[29, 12377, 11706, 4726, 30, 47951, 5033, 216, 41, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
shared_prefix_extra_long_no_repeat_variant_out8_n16_rep00,shared_prefix_extra_long_no_repeat_variant,0,577,16,8,9,chat_template,1189,28,1,0,67f07b283871b900,"[1, 9690, 198, 2683, 359, 253, 5356, 5646, 11173, 3365, 3511, 308, 34519, 28, 7018, 411]","[253, 2116, 14496, 30, 47951, 5033, 216, 33, 32, 30, 2, 198, 1, 520, 9531, 198]","Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rollout timeline, model-serving envelope, and measurement checklist. The platform is testing whether vLLM can reuse ex","<|im_start|>system
You are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>
<|im_start|>user
Search Indexer shared incident packet. Every request in this batch begins with the same search indexing pipeline runbook, rol"
